coluna A 1;coluna B 1;coluna C 1
coluna A 35151;coluna B 35151;coluna C 35151
coluna A 20171;coluna B 20171;coluna C 20171
coluna A 40179;coluna B 40179;coluna C 40179
coluna A 143;coluna B 143;coluna C 143
coluna A 144;coluna B 144;coluna C 144
coluna A 30185;coluna B 30185;coluna C 30185
coluna A 15172;coluna B 15172;coluna C 15172
coluna A 30186;coluna B 30186;coluna C 30186
coluna A 45150;coluna B 45150;coluna C 45150
coluna A 10171;coluna B 10171;coluna C 10171
coluna A 5149;coluna B 5149;coluna C 5149
coluna A 25184;coluna B 25184;coluna C 25184
coluna A 35152;coluna B 35152;coluna C 35152
coluna A 20172;coluna B 20172;coluna C 20172
coluna A 40180;coluna B 40180;coluna C 40180
coluna A 145;coluna B 145;coluna C 145
coluna A 15173;coluna B 15173;coluna C 15173
coluna A 30187;coluna B 30187;coluna C 30187
coluna A 45151;coluna B 45151;coluna C 45151
coluna A 10172;coluna B 10172;coluna C 10172
coluna A 5150;coluna B 5150;coluna C 5150
coluna A 25185;coluna B 25185;coluna C 25185
coluna A 35153;coluna B 35153;coluna C 35153
coluna A 20173;coluna B 20173;coluna C 20173
coluna A 40181;coluna B 40181;coluna C 40181
coluna A 146;coluna B 146;coluna C 146
coluna A 15174;coluna B 15174;coluna C 15174
coluna A 30188;coluna B 30188;coluna C 30188
coluna A 45152;coluna B 45152;coluna C 45152
coluna A 10173;coluna B 10173;coluna C 10173
coluna A 5151;coluna B 5151;coluna C 5151
coluna A 25186;coluna B 25186;coluna C 25186
coluna A 35154;coluna B 35154;coluna C 35154
coluna A 20174;coluna B 20174;coluna C 20174
coluna A 40182;coluna B 40182;coluna C 40182
coluna A 40183;coluna B 40183;coluna C 40183
coluna A 147;coluna B 147;coluna C 147
coluna A 15175;coluna B 15175;coluna C 15175
coluna A 30189;coluna B 30189;coluna C 30189
coluna A 45153;coluna B 45153;coluna C 45153
coluna A 10174;coluna B 10174;coluna C 10174
coluna A 5152;coluna B 5152;coluna C 5152
coluna A 5153;coluna B 5153;coluna C 5153
coluna A 5154;coluna B 5154;coluna C 5154
coluna A 25187;coluna B 25187;coluna C 25187
coluna A 35155;coluna B 35155;coluna C 35155
coluna A 20175;coluna B 20175;coluna C 20175
coluna A 40184;coluna B 40184;coluna C 40184
coluna A 148;coluna B 148;coluna C 148
coluna A 15176;coluna B 15176;coluna C 15176
coluna A 30190;coluna B 30190;coluna C 30190
coluna A 30191;coluna B 30191;coluna C 30191
coluna A 45154;coluna B 45154;coluna C 45154
coluna A 10175;coluna B 10175;coluna C 10175
coluna A 5155;coluna B 5155;coluna C 5155
coluna A 25188;coluna B 25188;coluna C 25188
coluna A 35156;coluna B 35156;coluna C 35156
coluna A 20176;coluna B 20176;coluna C 20176
coluna A 40185;coluna B 40185;coluna C 40185
coluna A 149;coluna B 149;coluna C 149
coluna A 15177;coluna B 15177;coluna C 15177
coluna A 15178;coluna B 15178;coluna C 15178
coluna A 30192;coluna B 30192;coluna C 30192
coluna A 45155;coluna B 45155;coluna C 45155
coluna A 30193;coluna B 30193;coluna C 30193
coluna A 10176;coluna B 10176;coluna C 10176
coluna A 5156;coluna B 5156;coluna C 5156
coluna A 5157;coluna B 5157;coluna C 5157
coluna A 25189;coluna B 25189;coluna C 25189
coluna A 35157;coluna B 35157;coluna C 35157
coluna A 20177;coluna B 20177;coluna C 20177
coluna A 20178;coluna B 20178;coluna C 20178
coluna A 40186;coluna B 40186;coluna C 40186
coluna A 150;coluna B 150;coluna C 150
coluna A 15179;coluna B 15179;coluna C 15179
coluna A 45156;coluna B 45156;coluna C 45156
coluna A 30194;coluna B 30194;coluna C 30194
coluna A 45157;coluna B 45157;coluna C 45157
coluna A 10177;coluna B 10177;coluna C 10177
coluna A 5158;coluna B 5158;coluna C 5158
coluna A 25190;coluna B 25190;coluna C 25190
coluna A 5159;coluna B 5159;coluna C 5159
coluna A 35158;coluna B 35158;coluna C 35158
coluna A 20179;coluna B 20179;coluna C 20179
coluna A 40187;coluna B 40187;coluna C 40187
coluna A 151;coluna B 151;coluna C 151
coluna A 15180;coluna B 15180;coluna C 15180
coluna A 30195;coluna B 30195;coluna C 30195
coluna A 45158;coluna B 45158;coluna C 45158
coluna A 30196;coluna B 30196;coluna C 30196
coluna A 10178;coluna B 10178;coluna C 10178
coluna A 10179;coluna B 10179;coluna C 10179
coluna A 25191;coluna B 25191;coluna C 25191
coluna A 5160;coluna B 5160;coluna C 5160
coluna A 35159;coluna B 35159;coluna C 35159
coluna A 20180;coluna B 20180;coluna C 20180
coluna A 40188;coluna B 40188;coluna C 40188
coluna A 20181;coluna B 20181;coluna C 20181
coluna A 152;coluna B 152;coluna C 152
coluna A 15181;coluna B 15181;coluna C 15181
coluna A 45159;coluna B 45159;coluna C 45159
coluna A 45160;coluna B 45160;coluna C 45160
coluna A 30197;coluna B 30197;coluna C 30197
coluna A 45161;coluna B 45161;coluna C 45161
coluna A 10180;coluna B 10180;coluna C 10180
coluna A 25192;coluna B 25192;coluna C 25192
coluna A 5161;coluna B 5161;coluna C 5161
coluna A 35160;coluna B 35160;coluna C 35160
coluna A 40189;coluna B 40189;coluna C 40189
coluna A 20182;coluna B 20182;coluna C 20182
coluna A 153;coluna B 153;coluna C 153
coluna A 15182;coluna B 15182;coluna C 15182
coluna A 30198;coluna B 30198;coluna C 30198
coluna A 45162;coluna B 45162;coluna C 45162
coluna A 30199;coluna B 30199;coluna C 30199
coluna A 10181;coluna B 10181;coluna C 10181
coluna A 30200;coluna B 30200;coluna C 30200
coluna A 25193;coluna B 25193;coluna C 25193
coluna A 5162;coluna B 5162;coluna C 5162
coluna A 35161;coluna B 35161;coluna C 35161
coluna A 40190;coluna B 40190;coluna C 40190
coluna A 20183;coluna B 20183;coluna C 20183
coluna A 154;coluna B 154;coluna C 154
coluna A 15183;coluna B 15183;coluna C 15183
coluna A 15184;coluna B 15184;coluna C 15184
coluna A 45163;coluna B 45163;coluna C 45163
coluna A 10182;coluna B 10182;coluna C 10182
coluna A 30201;coluna B 30201;coluna C 30201
coluna A 25194;coluna B 25194;coluna C 25194
coluna A 5163;coluna B 5163;coluna C 5163
coluna A 35162;coluna B 35162;coluna C 35162
coluna A 40191;coluna B 40191;coluna C 40191
coluna A 20184;coluna B 20184;coluna C 20184
coluna A 35163;coluna B 35163;coluna C 35163
coluna A 155;coluna B 155;coluna C 155
coluna A 15185;coluna B 15185;coluna C 15185
coluna A 45164;coluna B 45164;coluna C 45164
coluna A 10183;coluna B 10183;coluna C 10183
coluna A 30202;coluna B 30202;coluna C 30202
coluna A 25195;coluna B 25195;coluna C 25195
coluna A 5164;coluna B 5164;coluna C 5164
coluna A 40192;coluna B 40192;coluna C 40192
coluna A 20185;coluna B 20185;coluna C 20185
coluna A 5165;coluna B 5165;coluna C 5165
coluna A 35164;coluna B 35164;coluna C 35164
coluna A 156;coluna B 156;coluna C 156
coluna A 15186;coluna B 15186;coluna C 15186
coluna A 45165;coluna B 45165;coluna C 45165
coluna A 10184;coluna B 10184;coluna C 10184
coluna A 30203;coluna B 30203;coluna C 30203
coluna A 25196;coluna B 25196;coluna C 25196
coluna A 40193;coluna B 40193;coluna C 40193
coluna A 20186;coluna B 20186;coluna C 20186
coluna A 20187;coluna B 20187;coluna C 20187
coluna A 20188;coluna B 20188;coluna C 20188
coluna A 5166;coluna B 5166;coluna C 5166
coluna A 35165;coluna B 35165;coluna C 35165
coluna A 157;coluna B 157;coluna C 157
coluna A 15187;coluna B 15187;coluna C 15187
coluna A 45166;coluna B 45166;coluna C 45166
coluna A 10185;coluna B 10185;coluna C 10185
coluna A 30204;coluna B 30204;coluna C 30204
coluna A 25197;coluna B 25197;coluna C 25197
coluna A 40194;coluna B 40194;coluna C 40194
coluna A 20189;coluna B 20189;coluna C 20189
coluna A 5167;coluna B 5167;coluna C 5167
coluna A 35166;coluna B 35166;coluna C 35166
coluna A 158;coluna B 158;coluna C 158
coluna A 15188;coluna B 15188;coluna C 15188
coluna A 45167;coluna B 45167;coluna C 45167
coluna A 10186;coluna B 10186;coluna C 10186
coluna A 10187;coluna B 10187;coluna C 10187
coluna A 30205;coluna B 30205;coluna C 30205
coluna A 25198;coluna B 25198;coluna C 25198
coluna A 40195;coluna B 40195;coluna C 40195
coluna A 20190;coluna B 20190;coluna C 20190
coluna A 5168;coluna B 5168;coluna C 5168
coluna A 35167;coluna B 35167;coluna C 35167
coluna A 35168;coluna B 35168;coluna C 35168
coluna A 159;coluna B 159;coluna C 159
coluna A 15189;coluna B 15189;coluna C 15189
coluna A 45168;coluna B 45168;coluna C 45168
coluna A 10188;coluna B 10188;coluna C 10188
coluna A 30206;coluna B 30206;coluna C 30206
coluna A 25199;coluna B 25199;coluna C 25199
coluna A 40196;coluna B 40196;coluna C 40196
coluna A 20191;coluna B 20191;coluna C 20191
coluna A 5169;coluna B 5169;coluna C 5169
coluna A 35169;coluna B 35169;coluna C 35169
coluna A 35170;coluna B 35170;coluna C 35170
coluna A 160;coluna B 160;coluna C 160
coluna A 15190;coluna B 15190;coluna C 15190
coluna A 45169;coluna B 45169;coluna C 45169
coluna A 10189;coluna B 10189;coluna C 10189
coluna A 30207;coluna B 30207;coluna C 30207
coluna A 25200;coluna B 25200;coluna C 25200
coluna A 40197;coluna B 40197;coluna C 40197
coluna A 20192;coluna B 20192;coluna C 20192
coluna A 5170;coluna B 5170;coluna C 5170
coluna A 35171;coluna B 35171;coluna C 35171
coluna A 161;coluna B 161;coluna C 161
coluna A 15191;coluna B 15191;coluna C 15191
coluna A 15192;coluna B 15192;coluna C 15192
coluna A 15193;coluna B 15193;coluna C 15193
coluna A 15194;coluna B 15194;coluna C 15194
coluna A 45170;coluna B 45170;coluna C 45170
coluna A 10190;coluna B 10190;coluna C 10190
coluna A 30208;coluna B 30208;coluna C 30208
coluna A 25201;coluna B 25201;coluna C 25201
coluna A 40198;coluna B 40198;coluna C 40198
coluna A 20193;coluna B 20193;coluna C 20193
coluna A 5171;coluna B 5171;coluna C 5171
coluna A 35172;coluna B 35172;coluna C 35172
coluna A 162;coluna B 162;coluna C 162
coluna A 15195;coluna B 15195;coluna C 15195
coluna A 45171;coluna B 45171;coluna C 45171
coluna A 10191;coluna B 10191;coluna C 10191
coluna A 10192;coluna B 10192;coluna C 10192
coluna A 30209;coluna B 30209;coluna C 30209
coluna A 25202;coluna B 25202;coluna C 25202
coluna A 40199;coluna B 40199;coluna C 40199
coluna A 20194;coluna B 20194;coluna C 20194
coluna A 20195;coluna B 20195;coluna C 20195
coluna A 5172;coluna B 5172;coluna C 5172
coluna A 35173;coluna B 35173;coluna C 35173
coluna A 163;coluna B 163;coluna C 163
coluna A 15196;coluna B 15196;coluna C 15196
coluna A 45172;coluna B 45172;coluna C 45172
coluna A 10193;coluna B 10193;coluna C 10193
coluna A 30210;coluna B 30210;coluna C 30210
coluna A 25203;coluna B 25203;coluna C 25203
coluna A 40200;coluna B 40200;coluna C 40200
coluna A 20196;coluna B 20196;coluna C 20196
coluna A 5173;coluna B 5173;coluna C 5173
coluna A 35174;coluna B 35174;coluna C 35174
coluna A 164;coluna B 164;coluna C 164
coluna A 15197;coluna B 15197;coluna C 15197
coluna A 45173;coluna B 45173;coluna C 45173
coluna A 10194;coluna B 10194;coluna C 10194
coluna A 30211;coluna B 30211;coluna C 30211
coluna A 25204;coluna B 25204;coluna C 25204
coluna A 40201;coluna B 40201;coluna C 40201
coluna A 20197;coluna B 20197;coluna C 20197
coluna A 5174;coluna B 5174;coluna C 5174
coluna A 20198;coluna B 20198;coluna C 20198
coluna A 35175;coluna B 35175;coluna C 35175
coluna A 165;coluna B 165;coluna C 165
coluna A 15198;coluna B 15198;coluna C 15198
coluna A 45174;coluna B 45174;coluna C 45174
coluna A 10195;coluna B 10195;coluna C 10195
coluna A 30212;coluna B 30212;coluna C 30212
coluna A 25205;coluna B 25205;coluna C 25205
coluna A 40202;coluna B 40202;coluna C 40202
coluna A 5175;coluna B 5175;coluna C 5175
coluna A 20199;coluna B 20199;coluna C 20199
coluna A 35176;coluna B 35176;coluna C 35176
coluna A 35177;coluna B 35177;coluna C 35177
coluna A 166;coluna B 166;coluna C 166
coluna A 15199;coluna B 15199;coluna C 15199
coluna A 45175;coluna B 45175;coluna C 45175
coluna A 10196;coluna B 10196;coluna C 10196
coluna A 10197;coluna B 10197;coluna C 10197
coluna A 10198;coluna B 10198;coluna C 10198
coluna A 30213;coluna B 30213;coluna C 30213
coluna A 25206;coluna B 25206;coluna C 25206
coluna A 40203;coluna B 40203;coluna C 40203
coluna A 5176;coluna B 5176;coluna C 5176
coluna A 20200;coluna B 20200;coluna C 20200
coluna A 35178;coluna B 35178;coluna C 35178
coluna A 167;coluna B 167;coluna C 167
coluna A 15200;coluna B 15200;coluna C 15200
coluna A 45176;coluna B 45176;coluna C 45176
coluna A 10199;coluna B 10199;coluna C 10199
coluna A 30214;coluna B 30214;coluna C 30214
coluna A 25207;coluna B 25207;coluna C 25207
coluna A 40204;coluna B 40204;coluna C 40204
coluna A 5177;coluna B 5177;coluna C 5177
coluna A 20201;coluna B 20201;coluna C 20201
coluna A 35179;coluna B 35179;coluna C 35179
coluna A 168;coluna B 168;coluna C 168
coluna A 15201;coluna B 15201;coluna C 15201
coluna A 45177;coluna B 45177;coluna C 45177
coluna A 10200;coluna B 10200;coluna C 10200
coluna A 30215;coluna B 30215;coluna C 30215
coluna A 30216;coluna B 30216;coluna C 30216
coluna A 25208;coluna B 25208;coluna C 25208
coluna A 40205;coluna B 40205;coluna C 40205
coluna A 5178;coluna B 5178;coluna C 5178
coluna A 40206;coluna B 40206;coluna C 40206
coluna A 20202;coluna B 20202;coluna C 20202
coluna A 35180;coluna B 35180;coluna C 35180
coluna A 169;coluna B 169;coluna C 169
coluna A 15202;coluna B 15202;coluna C 15202
coluna A 35181;coluna B 35181;coluna C 35181
coluna A 45178;coluna B 45178;coluna C 45178
coluna A 10201;coluna B 10201;coluna C 10201
coluna A 30217;coluna B 30217;coluna C 30217
coluna A 25209;coluna B 25209;coluna C 25209
coluna A 30218;coluna B 30218;coluna C 30218
coluna A 5179;coluna B 5179;coluna C 5179
coluna A 5180;coluna B 5180;coluna C 5180
coluna A 40207;coluna B 40207;coluna C 40207
coluna A 40208;coluna B 40208;coluna C 40208
coluna A 20203;coluna B 20203;coluna C 20203
coluna A 170;coluna B 170;coluna C 170
coluna A 15203;coluna B 15203;coluna C 15203
coluna A 15204;coluna B 15204;coluna C 15204
coluna A 35182;coluna B 35182;coluna C 35182
coluna A 45179;coluna B 45179;coluna C 45179
coluna A 10202;coluna B 10202;coluna C 10202
coluna A 25210;coluna B 25210;coluna C 25210
coluna A 30219;coluna B 30219;coluna C 30219
coluna A 5181;coluna B 5181;coluna C 5181
coluna A 40209;coluna B 40209;coluna C 40209
coluna A 20204;coluna B 20204;coluna C 20204
coluna A 171;coluna B 171;coluna C 171
coluna A 15205;coluna B 15205;coluna C 15205
coluna A 15206;coluna B 15206;coluna C 15206
coluna A 35183;coluna B 35183;coluna C 35183
coluna A 45180;coluna B 45180;coluna C 45180
coluna A 10203;coluna B 10203;coluna C 10203
coluna A 25211;coluna B 25211;coluna C 25211
coluna A 30220;coluna B 30220;coluna C 30220
coluna A 5182;coluna B 5182;coluna C 5182
coluna A 40210;coluna B 40210;coluna C 40210
coluna A 20205;coluna B 20205;coluna C 20205
coluna A 172;coluna B 172;coluna C 172
coluna A 15207;coluna B 15207;coluna C 15207
coluna A 15208;coluna B 15208;coluna C 15208
coluna A 35184;coluna B 35184;coluna C 35184
coluna A 45181;coluna B 45181;coluna C 45181
coluna A 10204;coluna B 10204;coluna C 10204
coluna A 25212;coluna B 25212;coluna C 25212
coluna A 30221;coluna B 30221;coluna C 30221
coluna A 5183;coluna B 5183;coluna C 5183
coluna A 40211;coluna B 40211;coluna C 40211
coluna A 20206;coluna B 20206;coluna C 20206
coluna A 173;coluna B 173;coluna C 173
coluna A 15209;coluna B 15209;coluna C 15209
coluna A 35185;coluna B 35185;coluna C 35185
coluna A 45182;coluna B 45182;coluna C 45182
coluna A 10205;coluna B 10205;coluna C 10205
coluna A 25213;coluna B 25213;coluna C 25213
coluna A 30222;coluna B 30222;coluna C 30222
coluna A 30223;coluna B 30223;coluna C 30223
coluna A 5184;coluna B 5184;coluna C 5184
coluna A 40212;coluna B 40212;coluna C 40212
coluna A 20207;coluna B 20207;coluna C 20207
coluna A 20208;coluna B 20208;coluna C 20208
coluna A 174;coluna B 174;coluna C 174
coluna A 15210;coluna B 15210;coluna C 15210
coluna A 35186;coluna B 35186;coluna C 35186
coluna A 35187;coluna B 35187;coluna C 35187
coluna A 45183;coluna B 45183;coluna C 45183
coluna A 10206;coluna B 10206;coluna C 10206
coluna A 25214;coluna B 25214;coluna C 25214
coluna A 30224;coluna B 30224;coluna C 30224
coluna A 5185;coluna B 5185;coluna C 5185
coluna A 40213;coluna B 40213;coluna C 40213
coluna A 20209;coluna B 20209;coluna C 20209
coluna A 175;coluna B 175;coluna C 175
coluna A 176;coluna B 176;coluna C 176
coluna A 177;coluna B 177;coluna C 177
coluna A 178;coluna B 178;coluna C 178
coluna A 15211;coluna B 15211;coluna C 15211
coluna A 35188;coluna B 35188;coluna C 35188
coluna A 45184;coluna B 45184;coluna C 45184
coluna A 10207;coluna B 10207;coluna C 10207
coluna A 25215;coluna B 25215;coluna C 25215
coluna A 30225;coluna B 30225;coluna C 30225
coluna A 5186;coluna B 5186;coluna C 5186
coluna A 40214;coluna B 40214;coluna C 40214
coluna A 20210;coluna B 20210;coluna C 20210
coluna A 179;coluna B 179;coluna C 179
coluna A 15212;coluna B 15212;coluna C 15212
coluna A 35189;coluna B 35189;coluna C 35189
coluna A 45185;coluna B 45185;coluna C 45185
coluna A 10208;coluna B 10208;coluna C 10208
coluna A 25216;coluna B 25216;coluna C 25216
coluna A 30226;coluna B 30226;coluna C 30226
coluna A 30227;coluna B 30227;coluna C 30227
coluna A 30228;coluna B 30228;coluna C 30228
coluna A 5187;coluna B 5187;coluna C 5187
coluna A 40215;coluna B 40215;coluna C 40215
coluna A 20211;coluna B 20211;coluna C 20211
coluna A 180;coluna B 180;coluna C 180
coluna A 15213;coluna B 15213;coluna C 15213
coluna A 35190;coluna B 35190;coluna C 35190
coluna A 35191;coluna B 35191;coluna C 35191
coluna A 45186;coluna B 45186;coluna C 45186
coluna A 10209;coluna B 10209;coluna C 10209
coluna A 25217;coluna B 25217;coluna C 25217
coluna A 25218;coluna B 25218;coluna C 25218
coluna A 30229;coluna B 30229;coluna C 30229
coluna A 30230;coluna B 30230;coluna C 30230
coluna A 5188;coluna B 5188;coluna C 5188
coluna A 40216;coluna B 40216;coluna C 40216
coluna A 20212;coluna B 20212;coluna C 20212
coluna A 181;coluna B 181;coluna C 181
coluna A 15214;coluna B 15214;coluna C 15214
coluna A 35192;coluna B 35192;coluna C 35192
coluna A 45187;coluna B 45187;coluna C 45187
coluna A 10210;coluna B 10210;coluna C 10210
coluna A 25219;coluna B 25219;coluna C 25219
coluna A 25220;coluna B 25220;coluna C 25220
coluna A 30231;coluna B 30231;coluna C 30231
coluna A 5189;coluna B 5189;coluna C 5189
coluna A 40217;coluna B 40217;coluna C 40217
coluna A 20213;coluna B 20213;coluna C 20213
coluna A 20214;coluna B 20214;coluna C 20214
coluna A 182;coluna B 182;coluna C 182
coluna A 15215;coluna B 15215;coluna C 15215
coluna A 15216;coluna B 15216;coluna C 15216
coluna A 35193;coluna B 35193;coluna C 35193
coluna A 45188;coluna B 45188;coluna C 45188
coluna A 10211;coluna B 10211;coluna C 10211
coluna A 25221;coluna B 25221;coluna C 25221
coluna A 30232;coluna B 30232;coluna C 30232
coluna A 5190;coluna B 5190;coluna C 5190
coluna A 40218;coluna B 40218;coluna C 40218
coluna A 20215;coluna B 20215;coluna C 20215
coluna A 183;coluna B 183;coluna C 183
coluna A 15217;coluna B 15217;coluna C 15217
coluna A 35194;coluna B 35194;coluna C 35194
coluna A 45189;coluna B 45189;coluna C 45189
coluna A 10212;coluna B 10212;coluna C 10212
coluna A 25222;coluna B 25222;coluna C 25222
coluna A 30233;coluna B 30233;coluna C 30233
coluna A 25223;coluna B 25223;coluna C 25223
coluna A 5191;coluna B 5191;coluna C 5191
coluna A 40219;coluna B 40219;coluna C 40219
coluna A 20216;coluna B 20216;coluna C 20216
